order_details,order_id,item_id,order_date
2169,978,117,17-01-2023 12:24
2170,978,117,17-01-2023 12:24
2171,978,128,17-01-2023 12:24
2172,978,118,17-01-2023 12:24
2173,978,122,17-01-2023 12:24
2174,978,106,17-01-2023 12:24
2175,979,130,17-01-2023 12:57
2176,980,102,17-01-2023 12:58
2177,980,111,17-01-2023 12:58
2178,980,120,17-01-2023 12:58
2179,980,123,17-01-2023 12:58
2180,980,106,17-01-2023 12:58
2181,980,106,17-01-2023 12:58
2182,981,101,17-01-2023 13:56
2183,982,125,17-01-2023 14:12
2184,982,109,17-01-2023 14:12
2185,982,113,17-01-2023 14:12
2186,982,105,17-01-2023 14:12
2187,983,107,17-01-2023 14:29
2188,984,110,17-01-2023 14:33
2189,985,109,17-01-2023 14:34
2190,985,127,17-01-2023 14:34
2191,985,121,17-01-2023 14:34
2192,986,132,17-01-2023 14:35
2193,987,101,17-01-2023 14:41
2194,987,116,17-01-2023 14:41
2195,987,119,17-01-2023 14:41
2196,988,127,17-01-2023 14:44
2197,989,109,17-01-2023 15:08
2198,990,113,17-01-2023 15:30
2199,991,107,17-01-2023 15:43
2200,991,121,17-01-2023 15:43
2201,992,117,17-01-2023 15:49
2202,993,101,17-01-2023 16:16
2203,994,102,17-01-2023 16:19
2204,994,109,17-01-2023 16:19
2205,994,106,17-01-2023 16:19
2206,994,106,17-01-2023 16:19
2207,995,102,17-01-2023 16:57
2208,996,110,17-01-2023 17:11
2209,996,110,17-01-2023 17:11
2210,996,111,17-01-2023 17:11
2211,996,130,17-01-2023 17:11
2212,997,129,17-01-2023 17:16
2213,998,110,17-01-2023 17:19
2214,999,105,17-01-2023 17:21
2215,1000,115,17-01-2023 17:24
2216,1000,128,17-01-2023 17:24
2217,1001,107,17-01-2023 17:28
2218,1001,113,17-01-2023 17:28
2219,1001,122,17-01-2023 17:28
2220,1002,101,17-01-2023 17:29
2221,1002,104,17-01-2023 17:29
2222,1003,102,17-01-2023 17:31
2223,1003,102,17-01-2023 17:31
2224,1003,113,17-01-2023 17:31
2225,1005,101,17-01-2023 17:49
2226,1005,120,17-01-2023 17:49
2227,1006,106,17-01-2023 18:28
2228,1006,132,17-01-2023 18:28
2229,1007,132,17-01-2023 18:35
2230,1008,108,17-01-2023 18:49
2231,1008,114,17-01-2023 18:49
2232,1009,108,17-01-2023 18:58
2233,1009,126,17-01-2023 18:58
2234,1010,107,17-01-2023 19:15
2235,1010,103,17-01-2023 19:15
2236,1010,127,17-01-2023 19:15
2237,1011,112,17-01-2023 19:20
2238,1012,126,17-01-2023 19:25
2239,1012,119,17-01-2023 19:25
2240,1013,121,17-01-2023 19:26
2241,1013,123,17-01-2023 19:26
2242,1014,104,17-01-2023 19:38
2243,1014,113,17-01-2023 19:38
2244,1014,119,17-01-2023 19:38
2245,1014,105,17-01-2023 19:38
2246,1015,106,17-01-2023 19:42
2247,1016,102,17-01-2023 19:44
2248,1016,109,17-01-2023 19:44
2249,1016,120,17-01-2023 19:44
2250,1017,102,17-01-2023 20:13
2251,1018,101,17-01-2023 20:38
2252,1018,102,17-01-2023 20:38
2253,1018,112,17-01-2023 20:38
2254,1019,109,17-01-2023 20:50
2255,1019,121,17-01-2023 20:50
2256,1019,130,17-01-2023 20:50
2257,1020,101,17-01-2023 21:04
2258,1020,101,17-01-2023 21:04
2259,1020,113,17-01-2023 21:04
2260,1020,105,17-01-2023 21:04
2261,1021,101,17-01-2023 21:11
2262,1021,102,17-01-2023 21:11
2263,1021,128,17-01-2023 21:11
2264,1021,113,17-01-2023 21:11
2265,1022,106,17-01-2023 21:16
2266,1023,110,17-01-2023 21:20
2267,1024,101,17-01-2023 21:21
2268,1025,112,17-01-2023 21:49
2269,1025,113,17-01-2023 21:49
2270,1025,132,17-01-2023 21:49
2271,1026,102,17-01-2023 21:55
2272,1026,108,17-01-2023 21:55
2273,1027,125,17-01-2023 21:57
2274,1028,111,17-01-2023 22:02
2275,1028,120,17-01-2023 22:02
2276,1029,120,17-01-2023 22:06
2277,1029,114,17-01-2023 22:06
2278,1030,113,17-01-2023 22:13
2279,1030,118,17-01-2023 22:13
2280,1030,120,17-01-2023 22:13
2281,1030,122,17-01-2023 22:13
2282,1031,108,18-01-2023 11:39
2283,1031,109,18-01-2023 11:39
2284,1032,101,18-01-2023 11:45
2285,1033,102,18-01-2023 11:54
2286,1034,101,18-01-2023 12:07
2287,1034,129,18-01-2023 12:07
2288,1034,111,18-01-2023 12:07
2289,1034,111,18-01-2023 12:07
2290,1034,113,18-01-2023 12:07
2291,1034,120,18-01-2023 12:07
2292,1034,121,18-01-2023 12:07
2293,1034,131,18-01-2023 12:07
2294,1035,102,18-01-2023 12:13
2295,1035,126,18-01-2023 12:13
2296,1035,117,18-01-2023 12:13
2297,1035,128,18-01-2023 12:13
2298,1036,108,18-01-2023 12:49
2299,1036,117,18-01-2023 12:49
2300,1036,129,18-01-2023 12:49
2301,1036,106,18-01-2023 12:49
2302,1037,107,18-01-2023 13:04
2303,1037,104,18-01-2023 13:04
2304,1037,108,18-01-2023 13:04
2305,1037,117,18-01-2023 13:04
2306,1038,109,18-01-2023 13:14
2307,1038,113,18-01-2023 13:14
2308,1039,108,18-01-2023 13:33
2309,1040,118,18-01-2023 13:56
2310,1040,106,18-01-2023 13:56
2311,1041,120,18-01-2023 13:59
2312,1042,112,18-01-2023 14:06
2313,1043,125,18-01-2023 14:07
2314,1043,113,18-01-2023 14:07
2315,1043,118,18-01-2023 14:07
2316,1043,119,18-01-2023 14:07
2317,1043,120,18-01-2023 14:07
2318,1043,105,18-01-2023 14:07
2319,1043,122,18-01-2023 14:07
2320,1043,131,18-01-2023 14:07
2321,1045,102,18-01-2023 14:22
2322,1046,108,18-01-2023 14:39
2323,1047,101,18-01-2023 14:50
2324,1047,125,18-01-2023 14:50
2325,1047,113,18-01-2023 14:50
2326,1048,132,18-01-2023 14:53
2327,1049,101,18-01-2023 14:57
2328,1050,131,18-01-2023 15:05
2329,1051,102,18-01-2023 15:08
2330,1052,118,18-01-2023 15:28
2331,1052,121,18-01-2023 15:28
2332,1053,102,18-01-2023 15:43
2333,1053,113,18-01-2023 15:43
2334,1053,123,18-01-2023 15:43
2335,1054,101,18-01-2023 15:56
2336,1054,113,18-01-2023 15:56
2337,1055,107,18-01-2023 16:07
2338,1056,101,18-01-2023 16:12
2339,1056,119,18-01-2023 16:12
2340,1056,106,18-01-2023 16:12
2341,1057,109,18-01-2023 16:18
2342,1057,113,18-01-2023 16:18
2343,1058,102,18-01-2023 16:30
2344,1059,101,18-01-2023 16:30
2345,1059,129,18-01-2023 16:30
2346,1059,113,18-01-2023 16:30
2347,1059,123,18-01-2023 16:30
2348,1060,129,18-01-2023 16:39
2349,1060,130,18-01-2023 16:39
2350,1061,119,18-01-2023 17:17
2351,1061,123,18-01-2023 17:17
2352,1062,117,18-01-2023 17:21
2353,1062,111,18-01-2023 17:21
2354,1063,107,18-01-2023 17:28
2355,1063,116,18-01-2023 17:28
2356,1063,129,18-01-2023 17:28
2357,1064,119,18-01-2023 17:30
2358,1065,101,18-01-2023 17:48
2359,1065,102,18-01-2023 17:48
2360,1065,104,18-01-2023 17:48
2361,1065,132,18-01-2023 17:48
2362,1066,102,18-01-2023 18:10
2363,1066,108,18-01-2023 18:10
2364,1066,127,18-01-2023 18:10
2365,1066,112,18-01-2023 18:10
2366,1067,102,18-01-2023 18:13
2367,1067,109,18-01-2023 18:13
2368,1067,118,18-01-2023 18:13
2369,1068,120,18-01-2023 18:16
2370,1068,105,18-01-2023 18:16
2371,1069,107,18-01-2023 18:19
2372,1069,120,18-01-2023 18:19
2373,1069,106,18-01-2023 18:19
2374,1070,101,18-01-2023 18:21
2375,1070,113,18-01-2023 18:21
2376,1071,112,18-01-2023 18:27
2377,1071,118,18-01-2023 18:27
2378,1071,130,18-01-2023 18:27
2379,1072,108,18-01-2023 18:32
2380,1072,124,18-01-2023 18:32
2381,1072,125,18-01-2023 18:32
2382,1073,124,18-01-2023 18:42
2383,1073,122,18-01-2023 18:42
2384,1073,130,18-01-2023 18:42
2385,1074,127,18-01-2023 19:01
2386,1075,129,18-01-2023 19:15
2387,1076,117,18-01-2023 19:36
2388,1076,113,18-01-2023 19:36
2389,1077,103,18-01-2023 20:13
2390,1078,125,18-01-2023 20:20
2391,1078,110,18-01-2023 20:20
2392,1079,126,18-01-2023 20:45
2393,1079,113,18-01-2023 20:45
2394,1079,106,18-01-2023 20:45
2395,1080,127,18-01-2023 21:22
2396,1080,120,18-01-2023 21:22
2397,1080,121,18-01-2023 21:22
2398,1080,122,18-01-2023 21:22
2399,1081,124,18-01-2023 21:27
2400,1082,118,19-01-2023 11:16
2401,1082,106,19-01-2023 11:16
2402,1083,105,19-01-2023 11:19
2403,1084,107,19-01-2023 11:27
2404,1085,109,19-01-2023 11:37
2405,1085,105,19-01-2023 11:37
2406,1085,131,19-01-2023 11:37
2407,1086,101,19-01-2023 11:57
2408,1086,128,19-01-2023 11:57
2409,1087,125,19-01-2023 11:57
2410,1087,131,19-01-2023 11:57
2411,1088,107,19-01-2023 12:00
2412,1088,128,19-01-2023 12:00
2413,1088,113,19-01-2023 12:00
2414,1088,106,19-01-2023 12:00
2415,1089,107,19-01-2023 12:03
2416,1089,104,19-01-2023 12:03
2417,1089,130,19-01-2023 12:03
2418,1090,101,19-01-2023 12:14
2419,1090,102,19-01-2023 12:14
2420,1090,109,19-01-2023 12:14
2421,1090,117,19-01-2023 12:14
2422,1090,127,19-01-2023 12:14
2423,1090,127,19-01-2023 12:14
2424,1090,111,19-01-2023 12:14
2425,1091,113,19-01-2023 12:20
2426,1092,101,19-01-2023 12:23
2427,1092,102,19-01-2023 12:23
2428,1092,109,19-01-2023 12:23
2429,1093,108,19-01-2023 12:33
2430,1093,117,19-01-2023 12:33
2431,1093,111,19-01-2023 12:33
2432,1093,113,19-01-2023 12:33
2433,1093,119,19-01-2023 12:33
2434,1094,115,19-01-2023 12:33
2435,1094,104,19-01-2023 12:33
2436,1095,102,19-01-2023 12:47
2437,1095,125,19-01-2023 12:47
2438,1096,104,19-01-2023 12:56
2439,1096,124,19-01-2023 12:56
2440,1096,125,19-01-2023 12:56
2441,1096,128,19-01-2023 12:56
2442,1096,128,19-01-2023 12:56
2443,1096,111,19-01-2023 12:56
2444,1096,111,19-01-2023 12:56
2445,1096,112,19-01-2023 12:56
2446,1096,119,19-01-2023 12:56
2447,1096,121,19-01-2023 12:56
2448,1096,122,19-01-2023 12:56
2449,1096,132,19-01-2023 12:56
2450,1097,101,19-01-2023 13:02
2451,1098,111,19-01-2023 13:25
2452,1098,114,19-01-2023 13:25
2453,1099,117,19-01-2023 13:33
2454,1099,128,19-01-2023 13:33
2455,1100,103,19-01-2023 13:34
2456,1100,126,19-01-2023 13:34
2457,1100,129,19-01-2023 13:34
2458,1100,111,19-01-2023 13:34
2459,1100,106,19-01-2023 13:34
2460,1101,102,19-01-2023 13:36
2461,1102,110,19-01-2023 14:03
2462,1103,114,19-01-2023 14:08
2463,1104,102,19-01-2023 14:39
2464,1104,104,19-01-2023 14:39
2465,1104,126,19-01-2023 14:39
2466,1104,127,19-01-2023 14:39
2467,1105,116,19-01-2023 15:13
2468,1105,103,19-01-2023 15:13
2469,1105,106,19-01-2023 15:13
2470,1106,120,19-01-2023 15:17
2471,1107,121,19-01-2023 15:45
2472,1108,120,19-01-2023 16:18
2473,1109,112,19-01-2023 16:20
2474,1109,113,19-01-2023 16:20
2475,1110,109,19-01-2023 16:33
2476,1110,131,19-01-2023 16:33
2477,1111,117,19-01-2023 16:35
2478,1112,103,19-01-2023 16:46
2479,1112,109,19-01-2023 16:46
2480,1112,131,19-01-2023 16:46
2481,1113,107,19-01-2023 17:00
2482,1113,109,19-01-2023 17:00
2483,1114,107,19-01-2023 17:00
2484,1114,124,19-01-2023 17:00
2485,1115,120,19-01-2023 17:08
2486,1115,106,19-01-2023 17:08
2487,1116,108,19-01-2023 17:09
2488,1116,119,19-01-2023 17:09
2489,1116,122,19-01-2023 17:09
2490,1116,130,19-01-2023 17:09
2491,1117,102,19-01-2023 17:13
2492,1118,131,19-01-2023 17:19
2493,1119,107,19-01-2023 17:42
2494,1119,110,19-01-2023 17:42
2495,1120,125,19-01-2023 17:46
2496,1120,112,19-01-2023 17:46
2497,1121,107,19-01-2023 18:15
2498,1122,108,19-01-2023 18:16
2499,1122,105,19-01-2023 18:16
2500,1122,131,19-01-2023 18:16
2501,1122,106,19-01-2023 18:16
2502,1123,101,19-01-2023 18:21
2503,1123,109,19-01-2023 18:21
2504,1124,116,19-01-2023 18:29
2505,1124,110,19-01-2023 18:29
2506,1125,109,19-01-2023 18:45
2507,1125,129,19-01-2023 18:45
2508,1126,105,19-01-2023 18:48
2509,1127,108,19-01-2023 18:53
2510,1127,112,19-01-2023 18:53
2511,1127,132,19-01-2023 18:53
2512,1128,102,19-01-2023 18:59
2513,1128,106,19-01-2023 18:59
2514,1129,102,19-01-2023 19:00
2515,1129,109,19-01-2023 19:00
2516,1129,112,19-01-2023 19:00
2517,1130,124,19-01-2023 19:03
2518,1130,117,19-01-2023 19:03
2519,1131,126,19-01-2023 19:06
2520,1131,113,19-01-2023 19:06
2521,1132,102,19-01-2023 19:51
2522,1132,124,19-01-2023 19:51
2523,1132,125,19-01-2023 19:51
2524,1132,113,19-01-2023 19:51
2525,1133,110,19-01-2023 19:59
2526,1133,111,19-01-2023 19:59
2527,1133,112,19-01-2023 19:59
2528,1133,114,19-01-2023 19:59
2529,1134,112,19-01-2023 20:05
2530,1135,113,19-01-2023 21:15
2531,1136,117,19-01-2023 21:59
2532,1136,106,19-01-2023 21:59
2533,1136,132,19-01-2023 21:59
2534,1137,121,19-01-2023 22:13
2535,1137,132,19-01-2023 22:13
2536,1138,129,20-01-2023 11:21
2537,1139,117,20-01-2023 11:25
2538,1139,120,20-01-2023 11:25
2539,1139,122,20-01-2023 11:25
2540,1139,114,20-01-2023 11:25
2541,1140,110,20-01-2023 11:31
2542,1140,127,20-01-2023 11:31
2543,1140,129,20-01-2023 11:31
2544,1140,113,20-01-2023 11:31
2545,1141,131,20-01-2023 11:35
2546,1142,120,20-01-2023 11:36
2547,1143,107,20-01-2023 11:37
2548,1143,124,20-01-2023 11:37
2549,1143,117,20-01-2023 11:37
2550,1144,129,20-01-2023 12:02
2551,1144,119,20-01-2023 12:02
2552,1145,104,20-01-2023 12:04
2553,1145,128,20-01-2023 12:04
2554,1145,122,20-01-2023 12:04
2555,1145,123,20-01-2023 12:04
2556,1146,123,20-01-2023 12:12
2557,1147,121,20-01-2023 12:12
2558,1148,107,20-01-2023 12:17
2559,1148,117,20-01-2023 12:17
2560,1149,126,20-01-2023 12:22
2561,1149,119,20-01-2023 12:22
2562,1150,102,20-01-2023 12:39
2563,1150,104,20-01-2023 12:39
2564,1150,108,20-01-2023 12:39
2565,1150,108,20-01-2023 12:39
2566,1150,124,20-01-2023 12:39
2567,1150,126,20-01-2023 12:39
2568,1150,117,20-01-2023 12:39
2569,1150,111,20-01-2023 12:39
2570,1150,111,20-01-2023 12:39
2571,1150,121,20-01-2023 12:39
2572,1150,105,20-01-2023 12:39
2573,1150,106,20-01-2023 12:39
2574,1151,125,20-01-2023 12:43
2575,1152,103,20-01-2023 12:44
2576,1153,107,20-01-2023 12:56
2577,1153,108,20-01-2023 12:56
2578,1153,124,20-01-2023 12:56
2579,1153,110,20-01-2023 12:56
2580,1153,117,20-01-2023 12:56
2581,1153,111,20-01-2023 12:56
2582,1153,118,20-01-2023 12:56
2583,1153,120,20-01-2023 12:56
2584,1153,121,20-01-2023 12:56
2585,1153,105,20-01-2023 12:56
2586,1153,122,20-01-2023 12:56
2587,1154,124,20-01-2023 12:59
2588,1154,113,20-01-2023 12:59
2589,1154,119,20-01-2023 12:59
2590,1155,109,20-01-2023 13:05
2591,1156,110,20-01-2023 13:14
2592,1157,107,20-01-2023 13:16
2593,1157,111,20-01-2023 13:16
2594,1158,102,20-01-2023 13:17
2595,1158,102,20-01-2023 13:17
2596,1158,106,20-01-2023 13:17
2597,1159,102,20-01-2023 14:06
2598,1160,102,20-01-2023 14:14
2599,1160,117,20-01-2023 14:14
2600,1160,112,20-01-2023 14:14
2601,1161,106,20-01-2023 14:21
2602,1162,116,20-01-2023 14:40
2603,1162,123,20-01-2023 14:40
2604,1163,102,20-01-2023 14:47
2605,1164,112,20-01-2023 15:13
2606,1164,132,20-01-2023 15:13
2607,1165,124,20-01-2023 15:15
2608,1165,117,20-01-2023 15:15
2609,1166,132,20-01-2023 15:25
2610,1167,119,20-01-2023 15:28
2611,1168,132,20-01-2023 15:58
2612,1169,110,20-01-2023 16:08
2613,1169,127,20-01-2023 16:08
2614,1169,113,20-01-2023 16:08
2615,1170,101,20-01-2023 16:37
2616,1171,108,20-01-2023 16:41
2617,1172,108,20-01-2023 16:53
2618,1172,114,20-01-2023 16:53
2619,1173,125,20-01-2023 16:57
2620,1173,132,20-01-2023 16:57
2621,1174,121,20-01-2023 17:02
2622,1174,123,20-01-2023 17:02
2623,1175,110,20-01-2023 17:05
2624,1175,118,20-01-2023 17:05
2625,1175,120,20-01-2023 17:05
2626,1175,121,20-01-2023 17:05
2627,1176,108,20-01-2023 17:05
2628,1176,118,20-01-2023 17:05
2629,1176,120,20-01-2023 17:05
2630,1176,122,20-01-2023 17:05
2631,1177,108,20-01-2023 17:27
2632,1177,113,20-01-2023 17:27
2633,1178,122,20-01-2023 18:01
2634,1179,121,20-01-2023 18:02
2635,1180,115,20-01-2023 18:12
2636,1180,124,20-01-2023 18:12
2637,1181,102,20-01-2023 18:17
2638,1182,101,20-01-2023 18:33
2639,1182,115,20-01-2023 18:33
2640,1182,124,20-01-2023 18:33
2641,1182,130,20-01-2023 18:33
2642,1183,102,20-01-2023 18:51
2643,1183,113,20-01-2023 18:51
2644,1184,123,20-01-2023 19:04
2645,1185,109,20-01-2023 19:10
2646,1186,125,20-01-2023 19:19
2647,1186,106,20-01-2023 19:19
2648,1187,105,20-01-2023 19:21
2649,1188,123,20-01-2023 19:25
2650,1189,101,20-01-2023 19:40
2651,1190,108,20-01-2023 19:43
2652,1190,118,20-01-2023 19:43
2653,1191,117,20-01-2023 19:56
2654,1191,111,20-01-2023 19:56
2655,1192,106,20-01-2023 20:15
2656,1193,102,20-01-2023 20:26
2657,1193,118,20-01-2023 20:26
2658,1193,120,20-01-2023 20:26
2659,1193,132,20-01-2023 20:26
2660,1194,118,20-01-2023 20:27
2661,1194,122,20-01-2023 20:27
2662,1195,102,20-01-2023 20:39
2663,1195,124,20-01-2023 20:39
2664,1195,105,20-01-2023 20:39
2665,1196,124,20-01-2023 20:44
2666,1196,131,20-01-2023 20:44
2667,1197,126,20-01-2023 20:53
2668,1198,128,20-01-2023 22:02
2669,1199,103,20-01-2023 22:10
2670,1200,103,20-01-2023 22:14
2671,1200,119,20-01-2023 22:14
2672,1201,124,20-01-2023 22:40
2673,1201,122,20-01-2023 22:40
2674,1202,107,21-01-2023 11:50
2675,1203,117,21-01-2023 11:54
2676,1204,107,21-01-2023 12:23
2677,1204,109,21-01-2023 12:23
2678,1204,120,21-01-2023 12:23
2679,1204,132,21-01-2023 12:23
2680,1205,132,21-01-2023 12:29
2681,1206,102,21-01-2023 12:38
2682,1206,108,21-01-2023 12:38
2683,1206,124,21-01-2023 12:38
2684,1206,109,21-01-2023 12:38
2685,1206,110,21-01-2023 12:38
2686,1206,117,21-01-2023 12:38
2687,1206,119,21-01-2023 12:38
2688,1206,120,21-01-2023 12:38
2689,1206,120,21-01-2023 12:38
2690,1206,106,21-01-2023 12:38
2691,1207,116,21-01-2023 12:52
2692,1207,123,21-01-2023 12:52
2693,1208,110,21-01-2023 13:03
2694,1209,125,21-01-2023 13:13
2695,1209,132,21-01-2023 13:13
2696,1210,102,21-01-2023 13:20
2697,1211,130,21-01-2023 13:37
2698,1212,128,21-01-2023 13:42
2699,1212,113,21-01-2023 13:42
2700,1213,113,21-01-2023 13:58
2701,1213,105,21-01-2023 13:58
2702,1214,101,21-01-2023 14:00
2703,1214,102,21-01-2023 14:00
2704,1214,125,21-01-2023 14:00
2705,1214,110,21-01-2023 14:00
2706,1214,117,21-01-2023 14:00
2707,1214,117,21-01-2023 14:00
2708,1214,127,21-01-2023 14:00
2709,1214,129,21-01-2023 14:00
2710,1214,105,21-01-2023 14:00
2711,1214,132,21-01-2023 14:00
2712,1214,132,21-01-2023 14:00
2713,1215,131,21-01-2023 14:02
2714,1216,101,21-01-2023 14:08
2715,1217,102,21-01-2023 14:26
2716,1218,113,21-01-2023 14:27
2717,1218,118,21-01-2023 14:27
2718,1218,122,21-01-2023 14:27
2719,1218,131,21-01-2023 14:27
2720,1219,112,21-01-2023 15:13
2721,1219,120,21-01-2023 15:13
2722,1219,114,21-01-2023 15:13
2723,1219,132,21-01-2023 15:13
2724,1220,116,21-01-2023 15:20
2725,1221,104,21-01-2023 15:23
2726,1221,113,21-01-2023 15:23
2727,1222,108,21-01-2023 15:32
2728,1222,106,21-01-2023 15:32
2729,1223,119,21-01-2023 15:36
2730,1224,111,21-01-2023 15:45
2731,1224,106,21-01-2023 15:45
2732,1225,113,21-01-2023 15:59
2733,1225,120,21-01-2023 15:59
2734,1226,107,21-01-2023 16:10
2735,1226,125,21-01-2023 16:10
2736,1226,110,21-01-2023 16:10
2737,1226,111,21-01-2023 16:10
2738,1227,109,21-01-2023 16:20
2739,1228,127,21-01-2023 16:26
2740,1228,111,21-01-2023 16:26
2741,1229,109,21-01-2023 16:28
2742,1230,127,21-01-2023 16:38
2743,1230,112,21-01-2023 16:38
2744,1230,123,21-01-2023 16:38
2745,1230,106,21-01-2023 16:38
2746,1231,102,21-01-2023 16:45
2747,1231,122,21-01-2023 16:45
2748,1232,113,21-01-2023 16:50
2749,1232,119,21-01-2023 16:50
2750,1232,121,21-01-2023 16:50
2751,1232,132,21-01-2023 16:50
2752,1233,102,21-01-2023 17:11
2753,1233,125,21-01-2023 17:11
2754,1233,126,21-01-2023 17:11
2755,1233,110,21-01-2023 17:11
2756,1234,109,21-01-2023 17:36
2757,1234,131,21-01-2023 17:36
2758,1235,126,21-01-2023 17:55
2759,1235,112,21-01-2023 17:55
2760,1235,106,21-01-2023 17:55
2761,1236,128,21-01-2023 17:56
2762,1237,116,21-01-2023 18:10
2763,1237,120,21-01-2023 18:10
2764,1238,104,21-01-2023 18:18
2765,1238,124,21-01-2023 18:18
2766,1238,128,21-01-2023 18:18
2767,1238,106,21-01-2023 18:18
2768,1239,102,21-01-2023 18:22
2769,1240,103,21-01-2023 18:40
2770,1240,121,21-01-2023 18:40
2771,1240,132,21-01-2023 18:40
2772,1241,101,21-01-2023 18:43
2773,1241,104,21-01-2023 18:43
2774,1241,131,21-01-2023 18:43
2775,1242,120,21-01-2023 18:50
2776,1242,120,21-01-2023 18:50
2777,1242,106,21-01-2023 18:50
2778,1243,118,21-01-2023 19:02
2779,1243,122,21-01-2023 19:02
2780,1244,101,21-01-2023 19:24
2781,1244,115,21-01-2023 19:24
2782,1244,111,21-01-2023 19:24
2783,1244,113,21-01-2023 19:24
2784,1245,103,21-01-2023 19:26
2785,1246,107,21-01-2023 19:36
2786,1246,124,21-01-2023 19:36
2787,1246,123,21-01-2023 19:36
2788,1247,108,21-01-2023 19:54
2789,1247,125,21-01-2023 19:54
2790,1247,109,21-01-2023 19:54
2791,1248,123,21-01-2023 20:13
2792,1249,125,21-01-2023 20:40
2793,1249,123,21-01-2023 20:40
2794,1250,107,21-01-2023 21:09
2795,1250,127,21-01-2023 21:09
2796,1250,113,21-01-2023 21:09
2797,1250,118,21-01-2023 21:09
2798,1251,118,21-01-2023 21:12
2799,1252,102,21-01-2023 21:32
2800,1253,128,22-01-2023 11:34
2801,1253,105,22-01-2023 11:34
2802,1254,115,22-01-2023 11:56
2803,1254,120,22-01-2023 11:56
2804,1255,127,22-01-2023 12:05
2805,1255,131,22-01-2023 12:05
2806,1255,132,22-01-2023 12:05
2807,1256,117,22-01-2023 12:06
2808,1257,125,22-01-2023 12:07
2809,1257,120,22-01-2023 12:07
2810,1257,132,22-01-2023 12:07
2811,1258,102,22-01-2023 12:18
2812,1259,101,22-01-2023 12:22
2813,1260,132,22-01-2023 12:31
2814,1261,107,22-01-2023 12:32
2815,1261,104,22-01-2023 12:32
2816,1261,113,22-01-2023 12:32
2817,1262,129,22-01-2023 12:32
2818,1263,124,22-01-2023 12:39
2819,1264,122,22-01-2023 12:58
2820,1264,131,22-01-2023 12:58
2821,1265,101,22-01-2023 12:59
2822,1265,124,22-01-2023 12:59
2823,1265,109,22-01-2023 12:59
2824,1265,127,22-01-2023 12:59
2825,1265,128,22-01-2023 12:59
2826,1265,111,22-01-2023 12:59
2827,1265,112,22-01-2023 12:59
2828,1265,105,22-01-2023 12:59
2829,1265,130,22-01-2023 12:59
2830,1265,106,22-01-2023 12:59
2831,1265,132,22-01-2023 12:59
2832,1266,101,22-01-2023 12:59
2833,1266,104,22-01-2023 12:59
2834,1267,112,22-01-2023 13:01
2835,1268,109,22-01-2023 13:01
2836,1268,117,22-01-2023 13:01
2837,1268,106,22-01-2023 13:01
2838,1269,116,22-01-2023 13:04
2839,1270,132,22-01-2023 13:12
2840,1271,108,22-01-2023 13:14
2841,1271,111,22-01-2023 13:14
2842,1271,105,22-01-2023 13:14
2843,1272,104,22-01-2023 13:14
2844,1272,129,22-01-2023 13:14
2845,1273,107,22-01-2023 13:21
2846,1274,101,22-01-2023 13:24
2847,1274,101,22-01-2023 13:24
2848,1274,102,22-01-2023 13:24
2849,1274,103,22-01-2023 13:24
2850,1274,104,22-01-2023 13:24
2851,1274,108,22-01-2023 13:24
2852,1274,125,22-01-2023 13:24
2853,1274,109,22-01-2023 13:24
2854,1274,127,22-01-2023 13:24
2855,1274,120,22-01-2023 13:24
2856,1274,131,22-01-2023 13:24
2857,1274,106,22-01-2023 13:24
2858,1274,132,22-01-2023 13:24
2859,1275,127,22-01-2023 13:26
2860,1276,127,22-01-2023 13:46
2861,1277,108,22-01-2023 13:46
2862,1277,123,22-01-2023 13:46
2863,1278,101,22-01-2023 14:07
2864,1278,131,22-01-2023 14:07
2865,1278,106,22-01-2023 14:07
2866,1278,114,22-01-2023 14:07
2867,1279,122,22-01-2023 14:16
2868,1279,122,22-01-2023 14:16
2869,1280,125,22-01-2023 14:44
2870,1281,120,22-01-2023 15:13
2871,1282,107,22-01-2023 15:16
2872,1282,113,22-01-2023 15:16
2873,1283,104,22-01-2023 15:47
2874,1283,108,22-01-2023 15:47
2875,1283,117,22-01-2023 15:47
2876,1283,122,22-01-2023 15:47
2877,1284,102,22-01-2023 15:53
2878,1284,109,22-01-2023 15:53
2879,1285,113,22-01-2023 16:18
2880,1285,130,22-01-2023 16:18
2881,1286,109,22-01-2023 16:29
2882,1286,113,22-01-2023 16:29
2883,1287,108,22-01-2023 16:38
2884,1288,103,22-01-2023 17:10
2885,1289,101,22-01-2023 17:11
2886,1289,108,22-01-2023 17:11
2887,1290,101,22-01-2023 17:17
2888,1290,112,22-01-2023 17:17
2889,1290,122,22-01-2023 17:17
2890,1290,114,22-01-2023 17:17
2891,1291,111,22-01-2023 17:20
2892,1291,113,22-01-2023 17:20
2893,1291,122,22-01-2023 17:20
2894,1291,114,22-01-2023 17:20
2895,1292,124,22-01-2023 17:35
2896,1292,109,22-01-2023 17:35
2897,1293,112,22-01-2023 17:37
2898,1294,109,22-01-2023 17:43
2899,1294,127,22-01-2023 17:43
2900,1295,102,22-01-2023 17:44
2901,1295,102,22-01-2023 17:44
2902,1295,117,22-01-2023 17:44
2903,1296,103,22-01-2023 17:46
2904,1296,125,22-01-2023 17:46
2905,1297,108,22-01-2023 17:51
2906,1297,128,22-01-2023 17:51
